"ID","Title","Created By","Created On","Estimate","Expected Result","Forecast","Module","Owner","Preconditions","Priority","References","Release","Section","Section Description","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Step)","Suite","Suite ID","TC Status","Type","Updated By","Updated On"
"C12045594","Verify that Tag is created successfully when clicking the the Tag button","Dinesh Babu","9/27/2022 3:05 PM","","1. Tag should be created successfully","7s","GitHub","Pavan V","1. User connected to GitHub
2. User checked out a project","High","STU-762","4.30.2.0","STU-762: [CI/CD] create tags UI changes","","1. Navigate to Manager page
2. Click on the dropdown button from the project
3. Click on the Github Add Tag
4. Enter the Tag name
5. Enter the Tag Message
6. Click on the Tag button","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12045595","Verify that Tag is created through Github Add Tag pop up shows up in Github","Dinesh Babu","9/27/2022 3:05 PM","","1. The created Tag should be listed in Github","","GitHub","Dinesh Babu","1. User connected to GitHub
2. User checked out a project","High","STU-762","4.30.2.0","STU-762: [CI/CD] create tags UI changes","","1. Navigate to Manager page
2. Click on the dropdown button from the project
3. Click on the Github Add Tag
4. Enter the Tag name
5. Enter the Tag Message
6. Click on the Tag button
7. Navigate to Github
8. Click on Tags","","","","","","","Master","S1"," Manual","UI","Anumeha Singh","11/16/2022 2:45 AM"
"C12045596","Verify that the error message """" Tag already exists for repository"""" is displayed when user tries to create a Tag that already exists","Dinesh Babu","9/27/2022 3:05 PM","","1. """"Tag already exists for repository"""" should be displayed","8s","GitHub","Pavan V","1. User connected to GitHub
2. User checked out a project","High","STU-762","4.30.2.0","STU-762: [CI/CD] create tags UI changes","","1. Navigate to Manager page
2. Click on the dropdown button from the project
3. Click on the Github Add Tag
4. Enter the Tag name that is already present
5. Enter the Tag Message
6. Click on the Tag button","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12045597","Verify that Github Add Tag option is listed in the project dropdown","Dinesh Babu","9/27/2022 3:05 PM","","1. GitHub Add Tag option should be listed","","GitHub","Pavan V","1. User connected to GHES
2. User checked out a project","High","STU-762","4.30.2.0","STU-762: [CI/CD] create tags UI changes","","1. Navigate to Manager page
2. Click on the dropdown button from the project","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12045598","Verify that when user clicks Github Add Tag option from the project dropdown Github Add Tag pop up is getting displayed","Dinesh Babu","9/27/2022 3:05 PM","","1. Git Add Tag pop up window should be displayed
2. The fields Tag and Tag Message should be displayed and mandated
3. The text """"Enter tag..."""" and """"Enter tag message..."""" should be displayed in Tag and Tag Message fields
4. Cancel button should be displayed
5. Tag button should be displayed
6. Git Add Tag pop up should be closed","","GitHub","Pavan V","1. User connected to GHES
2. User checked out a project","High","STU-762","4.30.2.0","STU-762: [CI/CD] create tags UI changes","","1. Navigate to Manager page
2. Click on the dropdown button from the project
3. Click on the Git Add Tag
4. Verify the Fields present in Git Add Tag Popup
5. Click on the Cancel button","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12045601","Verify that when user enters Tag name and Tag Message the Tag button is enabled","Dinesh Babu","9/27/2022 3:05 PM","","1. Tag button should be enabled in blue","","GitHub","Pavan V","1. User connected to GHES
2. User checked out a project","High","STU-762","4.30.2.0","STU-762: [CI/CD] create tags UI changes","","1. Navigate to Manager page
2. Click on the dropdown button from the project
3. Click on the Github Add Tag
4. Enter the Tag name
5. Enter the Tag Message","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12045602","Verify that the Tag button in the Github Add Tag pop up is not enabled until both Tag and Tag Message fields are updated","Dinesh Babu","9/27/2022 3:05 PM","","1. Tag button should not be enabled in blue","","GitHub","Pavan V","1. User connected to GHES
2. User checked out a project","High","STU-762","4.30.2.0","STU-762: [CI/CD] create tags UI changes","","1. Navigate to Manager page
2. Click on the dropdown button from the project
3. Click on the Github Add Tag
4. Enter the Tag name","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12045603","Verify that Tag is created successfully when clicking the the Tag button","Dinesh Babu","9/27/2022 3:05 PM","","1. Tag should be created successfully","","GitHub","Pavan V","1. User connected to GHES
2. User checked out a project","High","STU-762","4.30.2.0","STU-762: [CI/CD] create tags UI changes","","1. Navigate to Manager page
2. Click on the dropdown button from the project
3. Click on the Github Add Tag
4. Enter the Tag name
5. Enter the Tag Message
6. Click on the Tag button","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12045604","Verify that Tag is created through Github Add Tag pop up shows up in GHES","Dinesh Babu","9/27/2022 3:05 PM","","1. The created Tag should be listed in Github","","GitHub","Dinesh Babu","1. User connected to GHES
2. User checked out a project","High","STU-762","4.30.2.0","STU-762: [CI/CD] create tags UI changes","","1. Navigate to Manager page
2. Click on the dropdown button from the project
3. Click on the Github Add Tag
4. Enter the Tag name
5. Enter the Tag Message
6. Click on the Tag button
7. Navigate to Github
8. Click on Tags","","","","","","","Master","S1"," Manual","UI","Anumeha Singh","11/16/2022 2:45 AM"
"C12045605","Verify that the error message """" Tag already exists for repository"""" is displayed when user tries to create a Tag that already exists","Dinesh Babu","9/27/2022 3:05 PM","","1. """"Tag already exists for repository"""" should be displayed","","GitHub","Pavan V","1. User connected to GHES
2. User checked out a project","High","STU-762","4.30.2.0","STU-762: [CI/CD] create tags UI changes","","1. Navigate to Manager page
2. Click on the dropdown button from the project
3. Click on the Github Add Tag
4. Enter the Tag name that is already present
5. Enter the Tag Message
6. Click on the Tag button","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12075783","Verify that user is logged out from the current org for the GET request /api/2/<org_snode_id>/rest/asset/app/logout/github","Dinesh Babu","10/17/2022 8:12 PM","","1. 200 should be returned as Status code.
2. user <username> logged out from org <org snode id> should be displayed
3. GitHub Username and login details should not be displayed","","GitHub","Dinesh Babu","1. User connected to GitHub on current org","High","STU-323","4.31","STU-323: [GitHub] Allow User Deauth","","1. Hit the API GET request /api/2/<org_snode_id>/rest/asset/app/logout/github
2. Naviagte to Snaplogic 
3. Click on User name and select the User Profile","","","","","","","Master","S1"," Manual","UI","Anumeha Singh","11/16/2022 2:48 AM"
"C12075784","Verify that user is not logged out from the other orgs for the GET request /api/2/<org_snode_id>/rest/asset/app/logout/github","Dinesh Babu","10/17/2022 8:12 PM","","1. 200 should be returned as Status code.
2. user <username> logged out from org <org snode id> should be displayed
3. GitHub Username and login details should not be displayed for the current org
4. GitHub Username and login details should be displayed for the other orgs authenticated to Github","","GitHub","Dinesh Babu","1. User connected to GitHub on current org
2. User connected to GitHub on other orgs","High","STU-323","4.31","STU-323: [GitHub] Allow User Deauth","","1. Hit the API GET request /api/2/<org_snode_id>/rest/asset/app/logout/github
2. Naviagte to Snaplogic and select a different org
3. Click on User name and select the User Profile","","","","","","","Master","S1"," Manual","UI","Anumeha Singh","11/16/2022 2:48 AM"
"C12075785","Verify that 'user is not connected to GitHub for the current org' message is displayed when hitting the GET API","Dinesh Babu","10/17/2022 8:12 PM","","1. 404 should be returned as Status code.
2. """"User does not have GitHub or GHES token for org: """" should be displayed","","GitHub","Dinesh Babu","1. User not connected to GitHub","High","STU-323","4.31","STU-323: [GitHub] Allow User Deauth","","1. Hit the API GET request 
/api/2/{{_org_snode_id}}/rest/asset/app/logout/github","","","","","","","Master","S1"," Manual","UI","Dinesh Babu","4/4/2023 7:00 PM"
"C12075786","Verify that user is not logged out from the other orgs when hitting GET request when the user is already logged out from current org","Dinesh Babu","10/17/2022 8:12 PM","","1. 404 should be returned as Status code.
2. """"User does not have GitHub or GHES token for org: """" should be displayed
3. GitHub Username and login details should not be displayed for the current org
4. GitHub Username and login details should be displayed for the other orgs authenticated to Github","","GitHub","Dinesh Babu","1. User not connected to GitHub on current org
2. User connected to GitHub on other orgs","High","STU-323","4.31","STU-323: [GitHub] Allow User Deauth","","1. Hit the API GET request /api/2/<org_snode_id>/rest/asset/app/logout/github
2. Naviagte to Snaplogic and select a different org
3. Click on User name and select the User Profile","","","","","","","Master","S1"," Manual","UI","Anumeha Singh","11/16/2022 2:48 AM"
"C12075787","GHES: Verify that user is logged out from the current org for the GET request /api/2/<org_snode_id>/rest/asset/app/logout/github","Dinesh Babu","10/17/2022 8:12 PM","","1. 200 should be returned as Status code.
2. user <username> logged out from org <org snode id> should be displayed
3. GitHub Username and login details should not be displayed","","GitHub","Dinesh Babu","1. User connected to GHES on current org","High","STU-323","4.31","STU-323: [GitHub] Allow User Deauth","","1. Hit the API GET request /api/2/<org_snode_id>/rest/asset/app/logout/github
2. Naviagte to Snaplogic 
3. Click on User name and select the User Profile","","","","","","","Master","S1"," Manual","UI","Anumeha Singh","11/16/2022 2:48 AM"
"C12075788","GHES: Verify that user is not logged out from the other orgs for the GET request /api/2/<org_snode_id>/rest/asset/app/logout/github","Dinesh Babu","10/17/2022 8:12 PM","","1. 200 should be returned as Status code.
2. user <username> logged out from org <org snode id> should be displayed
3. GitHub Username and login details should not be displayed for the current org
4. GitHub Username and login details should be displayed for the other orgs authenticated to Github","","GitHub","Dinesh Babu","1. User connected to GHES on current org
2. User connected to GHES on other orgs","High","STU-323","4.31","STU-323: [GitHub] Allow User Deauth","","1. Hit the API GET request /api/2/<org_snode_id>/rest/asset/app/logout/github
2. Naviagte to Snaplogic and select a different org
3. Click on User name and select the User Profile","","","","","","","Master","S1"," Manual","UI","Anumeha Singh","11/16/2022 2:48 AM"
